date,last,open,max,min,volume,delta
02.04.2024,164.18,158.11,164.93,157.52,72250000.0,0.0387
01.04.2024,158.06,157.63,158.25,157.44,16770000.0,0.0053
29.03.2024,157.22,157.02,157.9,156.51,16070000.0,0.0011
28.03.2024,157.05,157.79,157.94,157.04,10230000.0,-0.004699999999999999
27.03.2024,157.79,158.0,158.4,157.24,11870000.0,-0.0009
26.03.2024,157.94,159.1,159.45,156.9,28040000.0,-0.005699999999999999
25.03.2024,158.84,157.19,158.96,155.8,26980000.0,0.015300000000000001
22.03.2024,156.44,158.33,158.69,156.01,28160000.0,-0.0116
21.03.2024,158.28,158.79,159.15,157.88,18130000.0,-0.0009
20.03.2024,158.42,158.6,158.97,157.76,21080000.0,-0.0008
19.03.2024,158.55,160.5,161.25,158.05,38300000.0,-0.0126
18.03.2024,160.58,161.1,161.43,160.31,14280000.0,-0.0017000000000000001
15.03.2024,160.86,161.1,161.42,160.04,14160000.0,-0.0015
14.03.2024,161.1,161.8,161.81,160.53,14020000.0,-0.0040999999999999995
13.03.2024,161.77,163.2,163.22,161.1,19200000.0,-0.0075
12.03.2024,162.99,160.79,163.31,160.56,26530000.0,0.0151
11.03.2024,160.56,161.03,161.28,160.51,15910000.0,-0.0022
07.03.2024,160.91,161.65,162.3,160.75,14210000.0,-0.0046
06.03.2024,161.65,160.98,162.0,160.5,13620000.0,0.0042
05.03.2024,160.98,161.24,161.8,160.23,14140000.0,-0.0016
04.03.2024,161.24,161.49,162.0,160.86,16579999.999999998,-0.0006
01.03.2024,161.34,161.82,163.1,161.18,18290000.0,-0.003
29.02.2024,161.82,160.65,162.3,160.0,18120000.0,0.0073
28.02.2024,160.65,159.19,162.27,159.05,33720000.0,0.0101
27.02.2024,159.04,160.15,160.15,158.81,12120000.0,-0.0066
26.02.2024,160.09,158.92,160.56,158.85,16629999.999999998,0.0125
22.02.2024,158.12,159.0,159.1,158.0,17680000.0,-0.0033
21.02.2024,158.64,159.6,160.23,158.3,22520000.0,-0.0054
20.02.2024,159.5,161.21,161.64,159.16,21870000.0,-0.0108
19.02.2024,161.24,161.34,162.2,160.84,13030000.0,0.0003
16.02.2024,161.19,161.98,162.0,161.1,17150000.0,-0.0025
15.02.2024,161.59,162.09,162.61,161.31,16640000.0,-0.002
14.02.2024,161.92,162.38,162.88,161.07,22050000.0,-0.0023
13.02.2024,162.29,162.6,163.9,162.0,15100000.0,-0.0012
12.02.2024,162.49,163.28,163.5,162.21,17910000.0,-0.0045000000000000005
09.02.2024,163.23,163.48,163.97,163.2,12340000.0,0.0001
08.02.2024,163.21,164.62,164.96,163.1,17760000.0,-0.0086
07.02.2024,164.62,164.56,165.59,164.34,16399999.999999998,0.0004
06.02.2024,164.56,164.87,165.12,164.04,13180000.0,-0.0019
05.02.2024,164.87,164.42,165.22,163.55,18000000.0,0.0029
02.02.2024,164.4,165.15,167.85,164.4,32750000.0,-0.0051
01.02.2024,165.25,166.75,166.75,164.8,20910000.0,-0.006500000000000001
31.01.2024,166.33,163.42,166.48,162.9,39750000.0,0.0191
30.01.2024,163.22,163.31,163.79,162.71,17850000.0,-0.0017000000000000001
29.01.2024,163.5,164.0,164.49,162.85,17110000.0,-0.003
26.01.2024,163.99,165.65,165.95,163.65,21000000.0,-0.0086
25.01.2024,165.42,166.36,166.94,165.36,16190000.000000002,-0.005699999999999999
24.01.2024,166.36,168.36,168.63,166.2,18390000.0,-0.0116
23.01.2024,168.31,166.49,168.96,165.6,29370000.0,0.013500000000000002
22.01.2024,166.06,165.98,167.0,165.26,13010000.0,0.001
19.01.2024,165.9,166.52,167.62,165.2,23570000.0,-0.0037
